DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,USDM2,PESOSM2,ANTIG,EN_GALERIA,COTIZ_,TRIMESTRE_,BARRIOS_,COMUNA_
Bonpland,"49","185000","12857500","3776","262398","0",,"67",SEGUNDO,PALERMO,"14"
CORDOBA AV,"96","325000","22587500","3385","235286","0",,"67",SEGUNDO,PALERMO,"14"
Fitz Roy,"612","1500000","104250000","2451","170343","0",,"67",SEGUNDO,PALERMO,"14"
Fitz Roy 2400,"151","700000","48650000","4636","322185","0",,"67",SEGUNDO,PALERMO,"14"
Bomplant,"3200","11000000","764500000","3438","238906","0",,"67",SEGUNDO,PALERMO,"14"
Humboldt al 1500,"334","1700000","118150000","5090","353743","0",,"67",SEGUNDO,PALERMO,"14"
convencion al 1900,"45","90000","6255000","2000","139000","0",,"67",SEGUNDO,PALERMO,"14"
Av Córdoba 5440,"94","240000","16680000","2553","177447","0",,"67",SEGUNDO,PALERMO,"14"
Carranza 1300 Local,"149","628572","43685754","4219","293193","0",,"67",SEGUNDO,PALERMO,"14"
Niceto Vega al 5600,"139","350000","24325000","2518","175000","0",,"67",SEGUNDO,PALERMO,"14"
Fco. Acuña de Figueroa  al 1200,"46","381000","26479500","8283","575641","0",,"67",SEGUNDO,PALERMO,"14"
Scalabrini Ortiz 1700,"212","1000000","69500000","4717","327830","0",,"67",SEGUNDO,PALERMO,"14"
NICETO VEGA  al 5500 ESQUINA FITZ ROY,"180","400000","27800000","2222","154444","0",,"67",SEGUNDO,PALERMO,"14"
Borges y Nicaragua,"326","849900","59068050","2607","181190","0",,"67",SEGUNDO,PALERMO,"14"
Uriarte,"50","190000","13205000","3800","264100","0",,"67",SEGUNDO,PALERMO,"14"
Gurruchaga 1908,"102","430000","29885000","4216","292990","0",,"67",SEGUNDO,PALERMO,"14"
Avenida Scalabrini Ortiz al 2000,"300","1599999","111199930","5333","370666","0",,"67",SEGUNDO,PALERMO,"14"
GODOY CRUZ 1686,"200","995000","69152500","4975","345762","0",,"67",SEGUNDO,PALERMO,"14"
GODOY CRUZ 1655,"800","2100000","145950000","2625","182438","0",,"67",SEGUNDO,PALERMO,"14"
Guatemala 4549,"267","1250000","86875000","4682","325375","0",,"67",SEGUNDO,PALERMO,"14"
HONDURAS,"108","650000","45175000","6019","418287","0",,"67",SEGUNDO,PALERMO,"14"
ACUÑA DE FIGUEROA al 1200,"50","299999","20849930","6000","416999","0",,"67",SEGUNDO,PALERMO,"14"
Jose I Gorriti,"320","1100000","76450000","3438","238906","0",,"67",SEGUNDO,PALERMO,"14"
Alicia Moreau de Justo 1700,"475","1500000","104250000","3158","219474","0",,"67",SEGUNDO,PUERTO MADERO,"1"
Rosario Vera Peñaloza al 300,"416","3081680","214176760","7408","514848","0",,"67",SEGUNDO,PUERTO MADERO,"1"
Pierina Dealessi,"83","770000","53515000","9277","644759","0",,"67",SEGUNDO,PUERTO MADERO,"1"
ARTMARIA DIQUE 1,"742","2000000","139000000","2695","187332","0",,"67",SEGUNDO,PUERTO MADERO,"1"
Rosario Vera Peñaloza al 300,"325","2365580","164407810","7279","505870","0",,"67",SEGUNDO,PUERTO MADERO,"1"
Av. Cordoba al 3100,"120","1000000","69500000","8333","579167","0",,"67",SEGUNDO,RECOLETA,"2"
Sanchez de Bustamante al 1400,"54","170000","11815000","3148","218796","0",,"67",SEGUNDO,RECOLETA,"2"
Aguero,"175","295000","20502500","1686","117157","0",,"67",SEGUNDO,RECOLETA,"2"
Avenida Santa Fe 1700,"18","22000","1529000","1222","84944","0",,"67",SEGUNDO,RECOLETA,"2"
Avenida Pueyrredon al 2400,"60","500000","34750000","8333","579167","0",,"67",SEGUNDO,RECOLETA,"2"
Av Santa Fe al 1700,"18","35000","2432500","1944","135139","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Santa Fe 2400,"22","50000","3475000","2273","157955","0",,"67",SEGUNDO,RECOLETA,"2"
PARANA al 1000,"70","150000","10425000","2143","148929","0",,"67",SEGUNDO,RECOLETA,"2"
AV. CORDOBA al 3100,"230","280000","19460000","1217","84609","0",,"67",SEGUNDO,RECOLETA,"2"
Avenida Cordoba al 3300,"130","500000","34750000","3846","267308","0",,"67",SEGUNDO,RECOLETA,"2"
Av Gral Las Heras,"118","550000","38225000","4661","323941","0",,"67",SEGUNDO,RECOLETA,"2"
Avenida Cordoba al 3100,"220","295000","20502500","1341","93193","0",,"67",SEGUNDO,RECOLETA,"2"
Avenida Santa Fe,"160","1100000","76450000","6875","477812","0",,"67",SEGUNDO,RECOLETA,"2"
P. de Melo al 2900,"79","263000","18278500","3329","231373","0",,"67",SEGUNDO,RECOLETA,"2"
Av Cordoba,"60","340000","23630000","5667","393833","0",,"67",SEGUNDO,RECOLETA,"2"
Pacheco De Melo,"65","129000","8965500","1985","137931","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Santa Fe 2450,"18","25000","1737500","1389","96528","0",,"67",SEGUNDO,RECOLETA,"2"
Arenales al 2800,"28","230000","15985000","8214","570893","0",,"67",SEGUNDO,RECOLETA,"2"
Ayacucho al 1400,"950","1300000","90350000","1368","95105","0",,"67",SEGUNDO,RECOLETA,"2"
AGUERO,"30","125000","8687500","4167","289583","0",,"67",SEGUNDO,RECOLETA,"2"
Vicente Lopez 1700,"60","270000","18765000","4500","312750","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Santa Fe al 2000,"140","999000","69430500","7136","495932","0",,"67",SEGUNDO,RECOLETA,"2"
Av Santa Fe,"6","15000","1042500","2381","165476","0",,"67",SEGUNDO,RECOLETA,"2"
Guido al 1900,"165","550000","38225000","3333","231667","0",,"67",SEGUNDO,RECOLETA,"2"
Peña,"42","167000","11606500","3976","276345","0",,"67",SEGUNDO,RECOLETA,"2"
Sanchez De Bustamante,"44","120000","8340000","2727","189545","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Santa Fe al 1500,"27","47000","3266500","1741","120981","0",,"67",SEGUNDO,RECOLETA,"2"
Av Sta Fe al 1600,"11","63000","4378500","5727","398045","0",,"67",SEGUNDO,RECOLETA,"2"
Arenales,"90","300000","20850000","3333","231667","0",,"67",SEGUNDO,RECOLETA,"2"
Arenales al 1700,"700","3300000","229350000","4714","327643","0",,"67",SEGUNDO,RECOLETA,"2"
Pacheco De Melo,"144","460000","31970000","3194","222014","0",,"67",SEGUNDO,RECOLETA,"2"
Gallo,"164","265000","18417500","1616","112302","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Santa Fe y Ayacucho,"158","1400000","97300000","8861","615823","0",,"67",SEGUNDO,RECOLETA,"2"
Av Santa Fe y Callao,"15","39500","2745250","2633","183017","0",,"67",SEGUNDO,RECOLETA,"2"
Larrea,"108","265000","18417500","2454","170532","0",,"67",SEGUNDO,RECOLETA,"2"
French al 2900,"240","550000","38225000","2292","159271","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Santa Fe al 2000,"250","1500000","104250000","6000","417000","0",,"67",SEGUNDO,RECOLETA,"2"
Callao al 1000,"640","1200000","83400000","1875","130312","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Córdoba  al 2800,"205","390000","27105000","1902","132220","0",,"67",SEGUNDO,RECOLETA,"2"
Avenida Cordoba 2800,"205","350000","24325000","1707","118659","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay entre Anchorena y,"222","420000","29190000","1892","131486","0",,"67",SEGUNDO,RECOLETA,"2"
Juncal 2431,"96","75000","5212500","781","54297","0",,"67",SEGUNDO,RECOLETA,"2"
Av Santa Fe,"30","55000","3822500","1833","127417","0",,"67",SEGUNDO,RECOLETA,"2"
French al 2300,"146","250000","17375000","1712","119007","0",,"67",SEGUNDO,RECOLETA,"2"
AV. SANTA FE 1441 UF 31 Y UF 33,"22","19500","1355250","886","61602","0",,"67",SEGUNDO,RECOLETA,"2"
Avenida Cordoba 2400,"120","600000","41700000","5000","347500","0",,"67",SEGUNDO,RECOLETA,"2"
Berutti al 3000,"105","275000","19112500","2619","182024","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay 2041,"177","343995","23907652","1943","135071","0",,"67",SEGUNDO,RECOLETA,"2"
Montevideo al 1500,"75","300000","20850000","4000","278000","0",,"67",SEGUNDO,RECOLETA,"2"
Montevideo 800,"80","190000","13205000","2375","165062","0",,"67",SEGUNDO,RECOLETA,"2"
Dr. Tomas De Anchorena 1775,"54","169000","11745500","3130","217509","0",,"67",SEGUNDO,RECOLETA,"2"
Marcelo T. de Alverar y Uriburu,"93","550000","38225000","5914","411022","0",,"67",SEGUNDO,RECOLETA,"2"
Av Santa Fe,"23","15000","1042500","652","45326","0",,"67",SEGUNDO,RECOLETA,"2"
AYACUCHO,"126","250000","17375000","1984","137897","0",,"67",SEGUNDO,RECOLETA,"2"
Montevideo 900,"106","310202","21559039","2926","203387","0",,"67",SEGUNDO,RECOLETA,"2"
Arenales al 2000,"140","135000","9382500","964","67018","0",,"67",SEGUNDO,RECOLETA,"2"
Agüero y Av Santa Fe,"200","312000","21684000","1560","108420","0",,"67",SEGUNDO,RECOLETA,"2"
AV. PUEYRREDON,"65","320000","22240000","4923","342154","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay al 2400,"197","330000","22935000","1675","116421","0",,"67",SEGUNDO,RECOLETA,"2"
Gallo,"110","250000","17375000","2273","157955","0",,"67",SEGUNDO,RECOLETA,"2"
Guido 1900,"51","255000","17722500","5000","347500","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay al 2000,"61","280000","19460000","4590","319016","0",,"67",SEGUNDO,RECOLETA,"2"
Rodriguez Peña E/ Arenales y Av Santa Fe,"115","120000","8340000","1043","72522","0",,"67",SEGUNDO,RECOLETA,"2"
Guido  1950 y  Pres. Roberto M. Ortiz,"200","790000","54905000","3950","274525","0",,"67",SEGUNDO,RECOLETA,"2"
Arenales al 3100,"165","1300000","90350000","7879","547576","0",,"67",SEGUNDO,RECOLETA,"2"
Posadas,"150","400000","27800000","2667","185333","0",,"67",SEGUNDO,RECOLETA,"2"
CHARCAS,"75","250000","17375000","3333","231667","0",,"67",SEGUNDO,RECOLETA,"2"
Ayacucho al 1200,"33","240000","16680000","7273","505455","0",,"67",SEGUNDO,RECOLETA,"2"
Arenales al 2600,"100","150000","10425000","1500","104250","0",,"67",SEGUNDO,RECOLETA,"2"
Arenales 1700,"550","1950000","135525000","3545","246409","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay 2041,"113","290317","20177032","2569","178558","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Cordoba 2600,"230","340000","23630000","1478","102739","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay 2041,"87","222181","15441580","2554","177489","0",,"67",SEGUNDO,RECOLETA,"2"
Gral Lucio Mansilla,"22","89000","6185500","4045","281159","0",,"67",SEGUNDO,RECOLETA,"2"
Av Santa Fe 1500,"27","29900","2078050","1107","76965","0",,"67",SEGUNDO,RECOLETA,"2"
Rodriguez Peña entre Arenales y Santa Fe.,"244","680000","47260000","2787","193689","0",,"67",SEGUNDO,RECOLETA,"2"
AV. SANTA FE 1100,"62","449000","31205500","7242","503315","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay 2041,"71","182172","12660954","2566","178323","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay 2041,"188","364739","25349360","1940","134837","0",,"67",SEGUNDO,RECOLETA,"2"
"Avenida del Libertador al 1700, Recoleta - Local *","81","788000","54766000","9728","676123","0",,"67",SEGUNDO,RECOLETA,"2"
Agüero al 1700,"85","195000","13552500","2294","159441","0",,"67",SEGUNDO,RECOLETA,"2"
Beruti y Azcuénaga,"378","1000000","69500000","2646","183862","0",,"67",SEGUNDO,RECOLETA,"2"
Montevideo al 1600,"142","690000","47955000","4859","337711","0",,"67",SEGUNDO,RECOLETA,"2"
Laprida al 1700,"112","415000","28842500","3705","257522","0",,"67",SEGUNDO,RECOLETA,"2"
AV. CÓRDOBA 3100,"113","300000","20850000","2655","184513","0",,"67",SEGUNDO,RECOLETA,"2"
Arenales al 2000,"144","260000","18070000","1806","125486","0",,"67",SEGUNDO,RECOLETA,"2"
Rodriguez Peña E/ Arenales y Av Santa Fe,"116","120000","8340000","1034","71897","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay al 1500,"743","1900000","132050000","2557","177725","0",,"67",SEGUNDO,RECOLETA,"2"
VICENTE LOPEZ 1900 - VTA LOCAL,"64","240000","16680000","3750","260625","0",,"67",SEGUNDO,RECOLETA,"2"
Soler 3200,"133","188000","13066000","1414","98241","0",,"67",SEGUNDO,RECOLETA,"2"
Agüero al 2100,"153","630000","43785000","4118","286176","0",,"67",SEGUNDO,RECOLETA,"2"
SANTA FE al 1500,"24","40900","2842550","1704","118440","0",,"67",SEGUNDO,RECOLETA,"2"
Avenida Santa Fe,"2400","6300000","437850000","2625","182438","0",,"67",SEGUNDO,RECOLETA,"2"
Ayacucho 1700,"155","460000","31970000","2968","206258","0",,"67",SEGUNDO,RECOLETA,"2"
Callao al 1000,"640","1290000","89655000","2016","140086","0",,"67",SEGUNDO,RECOLETA,"2"
AV PUEYRREDON,"166","550000","38225000","3313","230271","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Cordoba 1600,"118","180000","12510000","1525","106017","0",,"67",SEGUNDO,RECOLETA,"2"
Cabrera,"60","120000","8340000","2000","139000","0",,"67",SEGUNDO,RECOLETA,"2"
BILLINGHURST,"41","105000","7297500","2561","177988","0",,"67",SEGUNDO,RECOLETA,"2"
Arenales,"28","220000","15290000","7857","546071","0",,"67",SEGUNDO,RECOLETA,"2"
Av. Santa Fe,"21","105000","7297500","5000","347500","0",,"67",SEGUNDO,RECOLETA,"2"
Paraguay,"30","119900","8333050","3997","277768","0",,"67",SEGUNDO,RECOLETA,"2"
Billinghurst,"64","130000","9035000","2031","141172","0",,"67",SEGUNDO,RECOLETA,"2"
Carlos Pellegrini 1255,"131","750000","52125000","5725","397901","0",,"67",SEGUNDO,RETIRO,"1"
Av. Santa Fe al 1100,"25","25000","1737500","1000","69500","0",,"67",SEGUNDO,RETIRO,"1"
Maipu al 700,"720","1400000","97300000","1944","135139","0",,"67",SEGUNDO,RETIRO,"1"
Avenida Cordoba al 600,"260","1600000","111200000","6154","427692","0",,"67",SEGUNDO,RETIRO,"1"
ARENALES,"30","230000","15985000","7667","532833","0",,"67",SEGUNDO,RETIRO,"1"
Avenida Santa Fe 1100,"65","550000","38225000","8462","588077","0",,"67",SEGUNDO,RETIRO,"1"
Avenida Santa Fe al 1100,"70","550000","38225000","7857","546071","0",,"67",SEGUNDO,RETIRO,"1"
M. T. de Alvear al 1300,"22","99000","6880500","4500","312750","0",,"67",SEGUNDO,RETIRO,"1"
Talcahuano al 1000 (Av. Santa Fe y M. T. Alvear),"104","490000","34055000","4712","327452","0",,"67",SEGUNDO,RETIRO,"1"
Juncal,"35","240000","16680000","6857","476571","0",,"67",SEGUNDO,RETIRO,"1"
Talcahuano al 1221,"270","300000","20850000","1111","77222","0",,"67",SEGUNDO,RETIRO,"1"
Juncal al 1200,"45","230000","15985000","5111","355222","0",,"67",SEGUNDO,RETIRO,"1"
Parera al 100,"75","590000","41005000","7867","546733","0",,"67",SEGUNDO,RETIRO,"1"
Cerrito,"11","20900","1452550","1900","132050","0",,"67",SEGUNDO,RETIRO,"1"
Florida,"31","97000","6741500","3129","217468","0",,"67",SEGUNDO,RETIRO,"1"
AVENIDA CORDOBA,"232","650000","45175000","2802","194720","0",,"67",SEGUNDO,RETIRO,"1"
Paraguay al 600,"50","290000","20155000","5800","403100","0",,"67",SEGUNDO,RETIRO,"1"
Cerrito,"65","480000","33360000","7385","513231","0",,"67",SEGUNDO,RETIRO,"1"
PARAGUAY,"56","250000","17375000","4464","310268","0",,"67",SEGUNDO,RETIRO,"1"
Florida al 800,"36","150000","10425000","4167","289583","0",,"67",SEGUNDO,RETIRO,"1"
Paraguay al 800,"316","650000","45175000","2057","142959","0",,"67",SEGUNDO,RETIRO,"1"
Av Cordoba,"350","220000","15290000","629","43686","0",,"67",SEGUNDO,RETIRO,"1"
FLORIDA,"62","65000","4517500","1048","72863","0",,"67",SEGUNDO,RETIRO,"1"
Av. Cordoba al 600,"294","320000","22240000","1088","75646","0",,"67",SEGUNDO,RETIRO,"1"
Av. Córdoba al 800,"93","530000","36835000","5699","396075","0",,"67",SEGUNDO,RETIRO,"1"
Rojas Y Reconquista,"115","368000","25576000","3200","222400","0",,"67",SEGUNDO,RETIRO,"1"
florida,"360","750000","52125000","2083","144792","0",,"67",SEGUNDO,RETIRO,"1"
Suipacha,"110","160000","11120000","1455","101091","0",,"67",SEGUNDO,RETIRO,"1"
AV. SANTA FE al 1100,"19","38000","2641000","2000","139000","0",,"67",SEGUNDO,RETIRO,"1"
Suipacha al 1000,"250","275000","19112500","1100","76450","0",,"67",SEGUNDO,RETIRO,"1"
Suipacha al 1300 entre Arroyo y Juncal,"84","290000","20155000","3452","239940","0",,"67",SEGUNDO,RETIRO,"1"
Juncal al 600,"49","170000","11815000","3469","241122","0",,"67",SEGUNDO,RETIRO,"1"
Suipacha al 1000,"70","170000","11815000","2429","168786","0",,"67",SEGUNDO,RETIRO,"1"
Suipacha al 900,"27","15000","1042500","556","38611","0",,"67",SEGUNDO,RETIRO,"1"
Calle Suipacha,"110","250000","17375000","2273","157955","0",,"67",SEGUNDO,RETIRO,"1"
Arenales,"35","220000","15290000","6286","436857","0",,"67",SEGUNDO,RETIRO,"1"
DEL LIBERTADOR,"84","298000","20711000","3548","246560","0",,"67",SEGUNDO,RETIRO,"1"
Av. Córdoba al 600 entre Florida y Maipú,"257","1600000","111200000","6226","432685","0",,"67",SEGUNDO,RETIRO,"1"
Suipacha,"48","40000","2780000","833","57917","0",,"67",SEGUNDO,RETIRO,"1"
PARAGUAY,"210","550000","38225000","2619","182024","0",,"67",SEGUNDO,RETIRO,"1"
Av. Córdoba 456,"32","40000","2780000","1250","86875","0",,"67",SEGUNDO,RETIRO,"1"
Suipacha al 1000,"70","237000","16471500","3386","235307","0",,"67",SEGUNDO,RETIRO,"1"
Cerrito  1000 y Av. Santa Fe,"70","420000","29190000","6000","417000","0",,"67",SEGUNDO,RETIRO,"1"
Maipú al 800,"114","405000","28147500","3553","246908","0",,"67",SEGUNDO,RETIRO,"1"
Florida  al 1000,"114","490000","34055000","4298","298728","0",,"67",SEGUNDO,RETIRO,"1"
ARENALES al 900,"67","250000","17375000","3731","259328","0",,"67",SEGUNDO,RETIRO,"1"
ARENALES Y LIBERTAD,"200","650000","45175000","3250","225875","0",,"67",SEGUNDO,RETIRO,"1"
Paraguay,"140","330000","22935000","2357","163821","0",,"67",SEGUNDO,RETIRO,"1"
Libertad al 800,"62","170000","11815000","2742","190565","0",,"67",SEGUNDO,RETIRO,"1"
Av. SAN MARTIN al 6100,"100","285000","19807500","2850","198075","0",,"67",SEGUNDO,AGRONOMIA,"15"
Av De Los Constituyentes,"27","70000","4865000","2593","180185","0",,"67",SEGUNDO,AGRONOMIA,"15"
RAMOS MEJIA 1000,"194","260000","18070000","1340","93144","0",,"67",SEGUNDO,CABALLITO,"6"
POTOSI,"60","95000","6602500","1583","110042","0",,"67",SEGUNDO,CABALLITO,"6"
Av. San Juan 4322,"232","380000","26410000","1638","113836","0",,"67",SEGUNDO,CABALLITO,"6"
Av Gaona 1900,"53","77000","5351500","1453","100972","0",,"67",SEGUNDO,CABALLITO,"6"
FEDERICO GARCIA LORCA,"1228","950000","66025000","774","53766","0",,"67",SEGUNDO,CABALLITO,"6"
Av. Alberdi 1333 (Hortiguera - Chirimay),"62","160000","11120000","2581","179355","0",,"67",SEGUNDO,CABALLITO,"6"
AVELLANEDA Y ROJAS,"40","99000","6880500","2475","172012","0",,"67",SEGUNDO,CABALLITO,"6"
"RIVADAVIA, AV.","31","195000","13552500","6290","437177","0",,"67",SEGUNDO,CABALLITO,"6"
Gral. Martín de Gainza al 500,"22","54000","3753000","2455","170591","0",,"67",SEGUNDO,CABALLITO,"6"
Rojas 1071,"90","90500","6289750","1006","69886","0",,"67",SEGUNDO,CABALLITO,"6"
Av. Jose M. Moreno al 200,"115","840000","58380000","7304","507652","0",,"67",SEGUNDO,CABALLITO,"6"
Olaya al 1000,"73","250000","17375000","3425","238014","0",,"67",SEGUNDO,CABALLITO,"6"
Bonifacio 500,"80","135000","9382500","1688","117281","0",,"67",SEGUNDO,CABALLITO,"6"
"DIAZ VELEZ, AVDA. al 4700","53","155000","10772500","2925","203255","0",,"67",SEGUNDO,CABALLITO,"6"
Jose Bonifacio,"85","135000","9382500","1588","110382","0",,"67",SEGUNDO,CABALLITO,"6"
DEL BARCO CENTENERA,"214","650000","45175000","3037","211098","0",,"67",SEGUNDO,CABALLITO,"6"
F Doblas,"244","528000","36696000","2164","150393","0",,"67",SEGUNDO,CABALLITO,"6"
Avenida Rivadavia al 6000,"450","1300000","90350000","2889","200778","0",,"67",SEGUNDO,CABALLITO,"6"
Aranguren 400,"85","140000","9730000","1647","114471","0",,"67",SEGUNDO,CABALLITO,"6"
Cnel A Figueroa,"24","75000","5212500","3125","217188","0",,"67",SEGUNDO,CABALLITO,"6"
Yerbal al 100 (Campichuelo - Otamendi),"60","140000","9730000","2333","162167","0",,"67",SEGUNDO,CABALLITO,"6"
Cucha Cucha Al 1000,"45","85000","5907500","1889","131278","0",,"67",SEGUNDO,CABALLITO,"6"
Calasanz al 219 (Formosa - Guayaquil),"89","350000","24325000","3933","273315","0",,"67",SEGUNDO,CABALLITO,"6"
Av Diaz Velez 4500,"149","279900","19453050","1879","130557","0",,"67",SEGUNDO,CABALLITO,"6"
Pujol,"18","50000","3475000","2778","193056","0",,"67",SEGUNDO,CABALLITO,"6"
Av. Díaz Vélez 5501,"300","1100000","76450000","3667","254833","0",,"67",SEGUNDO,CABALLITO,"6"
ACHAVAL al 400,"26","65000","4517500","2500","173750","0",,"67",SEGUNDO,CABALLITO,"6"
YERBAL,"72","195000","13552500","2708","188229","0",,"67",SEGUNDO,CABALLITO,"6"
Campichuelo,"23","58000","4031000","2522","175261","0",,"67",SEGUNDO,CABALLITO,"6"
Campichuelo,"24","39000","2710500","1625","112938","0",,"67",SEGUNDO,CABALLITO,"6"
Dr J F Aranguren,"40","69000","4795500","1705","118466","0",,"67",SEGUNDO,CABALLITO,"6"
Avenida Rivadavia al 5500,"6","15000","1042500","2500","173750","0",,"67",SEGUNDO,CABALLITO,"6"
"ALBERDI, JUAN B., AV.","45","110000","7645000","2444","169889","0",,"67",SEGUNDO,CABALLITO,"6"
Jose Maria Moreno,"158","260000","18070000","1646","114367","0",,"67",SEGUNDO,CABALLITO,"6"
Av. Juan B. Alberdi,"120","260000","18070000","2167","150583","0",,"67",SEGUNDO,CABALLITO,"6"
Valle al 1000,"220","340000","23630000","1545","107409","0",,"67",SEGUNDO,CABALLITO,"6"
av. directorio 471,"162","450000","31275000","2778","193056","0",,"67",SEGUNDO,CABALLITO,"6"
Rio De Janeiro,"28","130000","9035000","4643","322679","0",,"67",SEGUNDO,CABALLITO,"6"
Yerbal al 100 (Campichuelo - Otamendi),"60","115000","7992500","1917","133208","0",,"67",SEGUNDO,CABALLITO,"6"
Campichuelo 600,"480","350000","24325000","729","50677","0",,"67",SEGUNDO,CABALLITO,"6"
DOBLAS,"240","435000","30232500","1812","125969","0",,"67",SEGUNDO,CABALLITO,"6"
PAYSANDU 1100,"116","140000","9730000","1207","83879","0",,"67",SEGUNDO,CABALLITO,"6"
Av. Rivadavia al 5000,"40","160000","11120000","4000","278000","0",,"67",SEGUNDO,CABALLITO,"6"
NEUQUEN 944,"200","299000","20780500","1495","103902","0",,"67",SEGUNDO,CABALLITO,"6"
Riglos 400,"76","270000","18765000","3553","246908","0",,"67",SEGUNDO,CABALLITO,"6"
J Bonifacio,"275","680000","47260000","2473","171855","0",,"67",SEGUNDO,CABALLITO,"6"
AV. PEDRO GOYENA,"600","2700000","187650000","4500","312750","0",,"67",SEGUNDO,CABALLITO,"6"
Malvinas Argentinas,"100","600000","41700000","6000","417000","0",,"67",SEGUNDO,CABALLITO,"6"
del barco centenera,"40","159000","11050500","3975","276262","0",,"67",SEGUNDO,CABALLITO,"6"
Otamendi al 300,"90","220000","15290000","2444","169889","0",,"67",SEGUNDO,CABALLITO,"6"
